Project_ID,Project_Name,Scale,Purpose,Location,Country,Continent,Latitude,Longitude,Injection,InjectionSize_Mt,Total_Injection_Mt,Storage_Distance,Estimated_Cost,Production_Capacity,Plant Capacity Comment,Power Plant Size,Capacity,Regulation Status,Primary Company / Alliance,Project Description,Project_Website,Status,Status Comment,Intended_Operational_Year,Operation_Year,End_Operation_Year,Date Comment,Public Funding,Public Funding Comment,Public Engagement,Non_Commercial_Org,CCS Group,Company Comment,Fate,On_Offshore,Storage_Company,Storage_Country,Storage Latitude,Storage Longitude,Storage_Comment,Storage_Monitoring,Product,Source_Company,Construction,Permit,Permit Date,Feedstock,Feedstock Detail,Feedstock Additional,Fuel_Capacity,Separation_Type,Separation_Technology,Separation Comment,Capture_Company,Transpor_Method,Transport_Company,Cluster,Cluster Comment,Trans-boundary,Transport Comment,Date Entered,Entered by,Date Modified,Modified by,Links
722,Sinopec Qilu Petrochemical CCS Project,Demonstration,Industry,"near Zibo, Shandong province",China,Asia,36.79511,118.265256,1,2,10.68,75,,,,,,,Sinopec Qilu Petrochemical Company and Sinopec Shengli Oilfield Company,"This project will capture up to 1MtCO2/yr and a total of 10.68MtCO2 from Sinopec's Qilu refinery, most likely from a coal/coke gasification plant, which will be used for enhanced oil recovery (EOR) over a 15-year period. By the mid-2030s, the project aims to enhance oil production by around 2.97Mt (oil). The project is expected to become China’s largest full-chain CCUS demonstration project, with Sinopec planning similar projects in Jiangsu, to use captured CO2 from refineries and petrochemical plants for EOR at its Huadong and Jiangsu oilfields. Sinopec announced 29/01/22 that it had completed construction. Operation is assumed to occur later in 2022.",https://www.youtube.com/watch?v=24g2bb-AJSY,Operational,,,2022,,,No,Unknown,,,,,EOR,Onshore,Sinopec Shengli Oil Fields Company,China,,,,,Syngas for methanol and butyl alcohol,Sinopec Qilu Petrochemical Company,Retrofit,,,Coal,,,,Other,Rectisol - solvent based physical absorption,,,Other,,Yes,Related to Sinopec Shengli Oilfield EOR,No,Currently transported by truck; pipeline expected by end-2022,11/6/2013,CCSDBA,9/2/2022,rsteven2,"http://www.slideshare.net/globalccs/3-3-session3-hliusinopecccs	Sinopec presentation (Jun 2014): Brief section on Qilu and Shengli projects.	https://www.reuters.com/world/china/sinopec-starts-building-carbon-capture-project-east-china-2021-07-05/	Reuters (Jul 2021) - Sinopec starts building carbon-capture project in east China	https://global.chinadaily.com.cn/a/202107/06/WS60e3ab29a310efa1bd65fe3e.html	China Daily (Jul 2021) - Sinopec's carbon capture project on	http://www.xinhuanet.com/english/20220129/f440872e4d114efdb943b05fc42deb5a/c.html	Xinhua (Jan 2022) - China completes first megaton carbon capture project	https://www.channelnewsasia.com/business/chinas-sinopec-starts-first-carbon-capture-storage-facility-plans-another-two-2025-2907101	Press (Aug 2022): China's Sinopec starts first carbon capture, storage facility, plans another two by 2025			"
701,Shenhua Ordos CCS Full-scale,Commercial,Industry,"Majiata, nr Ordos, Inner Mongolia",China,Asia,39.331708,110.156465,1,2,,,Full scale capture cost expected CNY 10 billion (USD 1.5 Bn).,,,,,,Shenhua,"Direct coal liquifaction facility. New plant c.45 km SE of Ordos near Majiata (site of several open-cast coal mines). First phase of production plant operational by 2010 with pilot-scale CCS soon after (see separate entry). Planned future extension of CCS to 1-2 Mt CO2/yr from total emission of 3.6Mt/yr. Continuing R&D with expectation of 300,000 t CO2 stored by 2014. No recent news on full scale CCS, however, the CTL plant has become controversial due to its high water consumption, leading to a slow-down in development of other CTL projects. Late 2016, GCCSI report project no longer being pursued. (Updated 20/03/17)",,Cancelled/Dormant,GCCSI moved status to Cancelled in 2016 status report.,2020,,,Full scale operation had been expected by 2020,No,Unknown,,,,,Saline Formation,Onshore,,China,,,Plant is located above large saline formation. EOR and deep coal seams also considered.,,Liquid fuel,Shenhua,Retrofit,,,Coal,,,,Other,,,,Pipe,Antonoil,No,,No,,11/1/2013,CCSDBA,1/23/2021,CCSDBA,"http://news.xinhuanet.com/english2010/business/2010-06/02/c_13329759.htm	Press (June 2010): Feasibility study into second phase, 1 Mt/yr CO2, capture mentioned and third phase, 3Mt/yr, hinted.											"
687,Nutrien Redwater Nitrogen Plant,Commercial,Industry,"Redwater, Alberta",Canada,North America,53.835833,-113.094134,0,1,,240,,,Nutrien capacity c.1.4 Mtpa of nitrogen fertiliser,,,,"Nutrien Ag, Enhance Energy, Wolf Carbon Solutions","Capture unit at existing ammonia plant operated by Nutrien Ag (a 2018 merger of Agrium Inc and Potash Corp of Saskatchewan). Wolf will own CO2 recovery facility (cooling, water separation, compression, dehydration, refrigeration), and transport. Enhance Energy will operate EOR for storage in Clive Field. The recovery facility modules were built off-site between 2014 and 2016 but not installed. ACTL pipeline construction delayed until 2019. Progress report published Mar'19 suggests CO2 recovery facility in construction on site during 2019. Site for recovery facility just south of Nutrien boundary. (Updated 09/01/20)",https://actl.ca/,In Build,,2015,,,Now expected to be commissioned in 2020,No,Unknown,,,,,EOR with MVR,Onshore,Enhance Energy,Canada,,,Clive field EOR,,Fertilisers,Nutrien Ag,Retrofit,,,Gas,,,,Other,"Solvent-based chemical absorption, inorganic, Benfield process.",Existing separation in hydrogen manufacture for ammonia,,Pipe,Wolf Midstream Carbon Business Unit,Yes,Alberta's Indistrial Heartland,No,Using ACTL,10/31/2013,CCSDBA,1/23/2021,CCSDBA,"https://www.nutrien.com/	
Nutrien website (no mention of project obvious)	
https://open.alberta.ca/dataset?tags=CCS+knowledge+sharing+program&tags=ACTL	
Alberta Energy knowledge sharing reports (latest for 2018)	
http://lifeintheheartland.com/wp-content/uploads/2019/04/Wolf-Midstream-Presentation.pdf	
Wolf presentation (Apr 2019): Community presentation giving location of compressor facilities and progress update.	"
682,North West Redwater,Commercial,Industry,"Redwater, Alberta",Canada,North America,53.843531,-113.121673,1,2,,240,CAD 15 billion for three phases (CO2 system small part of this),"150,000 barrels per day in three phases",,,,Approvals granted 2007.,"North West Upgrading, Canadian Natural Resources","Project involves new build of a bitumen refinery, in three phases, with integrated gasification of waste products to produce hydrogen for upgrading while capturing a high concentration CO2 stream suitable for transport and EOR. CO2 separation by Rectisol process in gasification cycle, producing dry CO2 for transfer to Enhance Energy's Alberta Carbon Trunk Line (ACTL). Sited close to Nutrien's fertiliser plant, both plants will supply CO2 to Enhance Energy for EOR in the Clive Field. Booster compressor integrated with gasifier plant sends CO2 to main ACTL compressor station south of refinery, then picks up already-compressed CO2 from the Nutrien site (see seperate entries). Construction of first phase started Spring 2013 with commissioning originally anticipated 2016. Many delays were experienced, leading to significant cost overruns, with construction finally complete in May 2018. Limited start-up started in Sept'17 refining ""syntetic crude oil"" (a blend of supplies) into diesel. Major challenges with the gasifier caused further delays to refining of bitumen, now expected to start in early 2020. (Updated 09/01/20)",https://nwrsturgeonrefinery.com/,In Build,Construction complete but issues with gasifier.,2016,,,"Gasifier and CO2 capture still to commission, expected 2020.",No,Government of Alberta support through 'bitumen royalty-in-kind initiative'.,,,,50/50 JV for refinery; Enhance Energy own CO2 recovery facilities.,EOR with MVR,Onshore,Enhance Energy,Canada,,,Clive Fields,,Liquid fuels and feedstocks,North West Redwater,New,,2007,Other,Bitumen from tar sands,Refinery started up on synthetic crude in 2017.,,Pre-combustion,Rectisol process,Uses chilled methanol as solvent in physical absorption process.,,Pipe,Enhance Energy,Yes,Alberta's Industrial Heartland,No,Using new ACTL pipeline,10/31/2013,CCSDBA,1/23/2021,CCSDBA,"https://open.alberta.ca/dataset?tags=CCS+knowledge+sharing+program&tags=ACTL	Alberta Energy knowledge sharing reports (latest for 2018), see ACTL reports.	http://calgaryherald.com/opinion/columnists/morton-sturgeon-refinery-costs-continue-to-mount	Press (Jul 2017): Concern over cost overrun, full operation expected June 2018.	https://nwrsturgeonrefinery.com/about/progress/	Project webpages, progress timeline to 2018.	https://nwrsturgeonrefinery.com/news/behind-the-scenes-status-update/	Project webpages, recent progress updates 2019.					"
662,Cash Creek Generation,Commercial,Power,"(Uncertain) nr Owensboro, Kentucky",United States of America,North America,37.72745,-87.397792,2,3,,,USD 1.5 billion,,,770,,,Erora Group,"Proposed new coal-based IGCC power plant, 770 MW with 2 Mtpa CO2 captured and supplied to Denbury's Midwest pipeline for EOR. Now superceded, Erora plan to build natural-gas fired CCGT plant instead. (Update 30/10/13)",http://www.erora.com/,Cancelled/Dormant,,,,,,No,,Objections from Sierra Club and Valley Watch,,,,EOR,Onshore,Denbury,,,,,,Electricity,Erora Group,New,,,Coal,,,,Pre-combustion,,,,Pipe,,Yes,EOR network,No,,10/30/2013,CCSDBA,1/23/2021,CCSDBA,http://sourcewatch.org/index.php?title=Cash_Creek_Generation
661,Southland Coal to Fertiliser Project,Commercial,Industry,"(Uncertain) Mataura, Southland",New Zealand,Australia,-46.21999,168.83621,1,2,,100,NZD 1.5 billion,1.2 Mtpa Urea,,,1.2 Mtpa CO2,,"Solid Energy, Ravensdown",Proposal to gasify lignite for production of 1.2 Mtpa urea with associated capture and storage of 1.2 Mtpa CO2. Unclear why excess CO2 planned if target product was urea. Proposal to pipe CO2 100km for storage onshore in deep saline formations. Project stirred significant opposition and abandoned early 2013 with Solid Energy in poor financial position. (Updated 30/10/13),,Cancelled/Dormant,Project abandoned early 2013 due to poor company finacial position and widespread opposition to project.,2016,,,,No,,,,,"Solid Energy is state owned, Ravensdown is fertiliser company",Saline Formation,Onshore,,New Zealand,,,,,Urea fertiliser,,New,,,Coal,Lignite,,,Other,,,,Pipe,,No,,No,,10/30/2013,CCSDBA,1/23/2021,CCSDBA,http://www.coalnz.com/publications-and-resources/fact-sheets/southland-lignites.pdf
643,Pegasus Rotterdam,Demonstration,Power,Port of Rotterdam,Netherlands,Europe,51.892702,4.320688,2,3,,,,,,340,,,SEQ International BV,Proposal to build 340MW gas-fired oxyfuel plant. Exact location not defined. Now on hold following Dutch Government decision to support only Green Hydrogen in NER300 submission. (Update 30/10/13),,Cancelled/Dormant,On hold following Dutch Government decision to support only Green Hydrogen in NER300 submission.,2017,,,,No,,,Rotterdam Climate Initiative,,,Depleted Oil and Gas,Offshore,,,,,,,Electricity,SEQ International,New,,,Gas,,,,Pre-combustion,Oxyfuel combuster with CCGT,,,Pipe,,Yes,Rotterdam,No,,10/29/2013,CCSDBA,1/23/2021,CCSDBA,http://www.rotterdamclimateinitiative.nl/documents/CO2%20capture%20and%20storage%20in%20Rotterdam%20-%20a%20network%20approach%202011.pdf
624,Uthmaniyah CO2 EOR Demonstration Project,Demonstration,Upstream,"Near Al Hofuf, Eastern Province",Saudi Arabia,Middle East,24.806798,49.355729,0,1,,70,,,,,,,Saudi Aramco,"Capture from gas separation process at Hawiyah gas plant, pipeline c.70km to injection site in Uthmaniyah Field. Project objectives include determining incremental oil recovery (beyond water flooding), estimating CO2 sequestration, addressing risks, uncertainties, operational concerns. Construction said to be 60% complete at end 2013. July'15, project launch announced. No news in 2016,2017. (Checked 07/12/17",,Operational,Operation formally launched July 2015,2014,,,"Start date delayed to 2015, duration expected 4-5 years.",No,,,,,,EOR with MVR,Onshore,Saudi Aramco,Saudi Arabia,,,EOR in Uthmaniyah production unit of main Ghawar field.,Objectives include developing a clear assessment of the CO2 potential for EOR and overall storage and testing new technologies for CO2 monitoring.,Natural gas,Saudi Aramco,Retrofit,,,Gas,"By separation from natural gas, not combustion.",,,Other,"Solvent-based chemical absorption, amine.",,,Pipe,Saudi Aramco,No,,No,,10/28/2013,CCSDBA,1/23/2021,CCSDBA,http://www.slideshare.net/globalccs/saudi-aramco-cmeffort-may-2013
623,Emirates Aluminium CCS Project,Commercial,Power,Khalifa Industrial Zone,United Arab Emirates,Middle East,24.797877,54.712704,2,3,,,,? Initial phase 800MW from c.5GW total.,,800,,,"EMAL, TAPCo, Masdar","Proposal to install post-combustion capture system to generating units at TAPCo and EMAL sites, which are near neighbours at Khalifi Port. GCCSI say project on hold. (Updated 18/11/14)",,Cancelled/Dormant,FEED Study underway. GCCSI say project on hold Nov'14.,,,,,Yes,Seed capital (USD 15 billion) for Masdar city project provided by government of Abu Dhabi.,,,,"Emirates Aluminium, Taweelah Asia Power Company and Masdar",EOR,Onshore,ADNOC (Abu Dhabi National Oil Comp),United Arab Emirates,,,,,"Aluminium, electricity, water",EMAL and TAPCo,Retrofit,,,Gas,,,,Post-combustion,Amine,,,Pipe,,Yes,Abu Dhabi CCUS Network,No,,10/28/2013,CCSDBA,1/23/2021,CCSDBA,http://homepages.uel.ac.uk/u0917291/docs/masdar_carbon.html
622,Al Reyadah,Commercial,Industry,"Mussafah, Abu Dhabi",United Arab Emirates,Middle East,24.323899,54.468958,0.8,1.8,,43,,,3.2 Mtpa steel,,,,"Masdar, ADNOC and Emirates Steel Industries","The first and currently (2021) only fully commercial CCS facility for the iron and steel industry globally. CO2 is captured from a Direct Reduced Iron (DRI) plant, using traditional MEA abrorption/recovery system as part of reducing gas recycle leading to CO2 rich (>99%) waste stream, and dehydrated and compressed for distribution for EOR. Engineering Procurement and Construction contract awarded to Dodsal in Sept 2013 with Tebodin contracted for the detailed engineering design. Project in construction by Feb 2014, complete and being commissioned in Q3'16. Formal project launch Nov. 2016. Dec'17 - other industrial CO2 sources in region being assessed for potential capture. Jan'18, ADNOC buy out Masdar share of joint venture to take full ownership. The project has been captuirng 0.8MtCO2/yr since launching in 2016.",https://www.adnoc.ae/en/sustainability-net-zero/decarbonizing-our-operations/carbon-capture-utilization-and-storage,Operational,"FEED Study Completed 2010. In construction, early 2014. Formal opening Nov.2016",2015,2016,,"Commissioning second half 2016, launched Nov. 2016",Yes,Seed capital (USD 15 billion) for Masdar city project provided by government of Abu Dhabi.,,,,"Al Reyadah was a joint venture of ADNOC and Masdar (a.k.a. Abu Dhabi Future Energy Company), ADNOC bought out Masdar share in January 2018",EOR,Onshore,"ADCO, subsiduary of ADNOC",United Arab Emirates,,,EOR in ADCO-operated Rumaitha and Bab onshore oilfields,,Steel,Emirates Steel Industries,Retrofit,,,Gas,,,,Post-combustion,Amine,,,Pipe,Masdar Clean Energy,Yes,"ADNOC aims to expand its CCS operations to be capturing a total of 5MtCO2/yr by 2030, by adding the Shah gas plant (2.3Mt/yr) and the Habshan-Bab gas plant (1.9Mt/yr).",No,Pipeline (240bar) to onshore injection site 43 km distance. Part of planned 500km network.,10/28/2013,CCSDBA,11/15/2023,rsteven2,http://ieaghg.org/docs/General_Docs/9-11-15%20Presentations/P3_4_Abu%20Zahra.pdf
605,Yangchang Jingbian Phase 1,Pilot,Industry,"near Yulin City, Shaanxi province",China,Asia,38.145329,109.584818,0,1,,100,,"200,000 t/yr methanol",,,,,Shaanxi Yanchang Petroleum Group,"Pilot scale industrial capture from coal-to-chemicals facility producing methanol and acetic acid. Location now confirmed SW of Yulin city. CO2 transport by truck for EOR injection in Jingbian oilfield. 50Kt/yr capture plant completed in Nov 2012, said to be expanding to 100 Kt/yr in 2014 although unclear of actual expansion and capacity. See also separate entry for related demonstration phase involving 360Kt/yr capture facility at a new site near Jingbian city. Project recognised by CSLF June 2015. Report on capture projects, sponsored by GCCSI, published June 2015 with some technical information. (Updated 25/02/16)",http://english.sxycpc.com/list_content.jsp?urltype=tree.TreeTempUrl&wbtreeid=1036,Pilot,,,2012,,"Initial capture facility built 2012, expanded 2014.",Yes,"Local, National and International support including MOST, China NDRC",,,,,EOR with MVR,Onshore,Shaanxi Yanchang Petroleum Group,China,37.423095,108.912842,EOR in Jingbian oilfields,,Methanol/liquid fuels/chemicals,Yulin Coal Chemical Company,Retrofit,,,Coal,,,,Other,Rectisol,,,Other,,No,,No,Currently truck,10/25/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.slideshare.net/globalccs/panel-5-ccs-projects-in-action-dr-gao-ruimin	Company presentation (Oct 2013): Progress of Yangchang Petroleum CCUS - Slide 20 onwards	http://www.cslforum.org/publications/documents/regina2015/Riis-ReportFromTechnicalGroup-PG-Regina0615.pdf	CSLF presentation (Jun 2015): Forum endorses project	http://www.globalccsinstitute.com/publications/yanchang-petroleum-report-1-capturing-co2-coal-chemical-process	GCCSI Report (Jun 2015): Report on Yangchan Jingbian capture projects, pilot and second phase	http://www.globalccsinstitute.com/publications/yanchang-petroleum-report-2-co2-storage-and-eor-ultra-low-permeability-reservoir-yanchang-formation-ordos-basin	GCCSI Report (Nov 2015): Report on Yangchan Petroleum CO2-EOR projects	http://www.captureready.com/EN/Channels/News/showDetail.asp?objID=4597	Press (Mar 2016): Launch of 'Capture testing platform engineering study' - i.e. pilot phase study.			"
603,Yulin Coal-to-Chemicals Project,Commercial,Industry,"near Yulin, Shaanxi (location uncertain)",China,Asia,38.160816,109.533402,2,3,,50,> 120 Bn yaun,,,,,Project Application Report submitted Nov 2010.,Shenhua Group,"Proposal to build new coal-to-liquids facility with CO2 capture of 2-3 Mt/yr for piping to onshore storage in depleted reservoirs or saline formations. Location uncertain, shown at newly constructed industrial site SW of Yulin. Online reports mid-2014 state Dow withdrew from project in 2013. This led to project suspension, but latest indications are that Shenhua moving forward with support from Shaanxi Yulin local government. (Updated 25/02/16)",,Speculative,Down-rated to Speculative,2017,,,,Yes,Local government supporting,,,,"Previously Dow Chemical also involved, but pulled out in 2013 .",Depleted Oil and Gas,Onshore,,,,,,,Liquid fuel/chemicals,Shenhua,New,,,Coal,,,,Other,,,,Pipe,,No,,No,,10/25/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.businesswire.com/news/home/20101102005199/en/important-step-forward%E2%80%A6-Dow-Shenhua-Submit-Project	Press release (Nov 2010)	http://en.xinfinance.com/html/Industries/Energy/2015/60696.shtml	Online press (Apr 2014): Project moves forward	http://en.sxcoal.com/103434/DataShow.html	Online press (May 2014): Shenhua confirms committment to project	http://www.kcomber.com/publishing/home/2014/06/30/221/shenhua-yulin-coal-to-olefin-project-halted-coal-to-olefin-still-controversial.html	Online press (June 2014): Dow have withdrawn from project, Shenhua committment uncertain					"
585,Lanxes Newcastle CO2 Concentration Unit,Demonstration,Industry,"Newcastle, KwaZulu-Natal",South Africa,Africa,-27.783448,29.972223,,1,,,EUR 40 million,,,,"60,000 tpa",,Laxness CISA (Pty) Ltd,"Post-combustion capture using Shell Cansolv CO2 amine capture system on gas-burning steam boilers. Plant captures 170 tonnes per day (c.60,000 tpa) of 99% CO2 for use on site in sodium dichromate production, displacing use of purchased CO2. Not clear if CO2 liquefied, probably not. First industrial application of Cansolv system, first CO2 capture unit in South Africa. (Entered 23/10/13)",,Operational,Plant comissioned Oct 2013.,,2013,,19 month construction period.,No,,,,,"Laxness AG is fourth largest German chemical group, spun off from Bayer in 2004",Industrial Use,Onshore,,,,,,,Chemicals,Laxness CISA,New,,,Gas,Local natural gas,,,Post-combustion,Cansolv amine system,Unit supplied and commissioned by Shell Cansolv,Shell Cansolv,Other,Used on site,No,,No,,10/24/2013,CCSDBA,1/23/2021,CCSDBA,http://lanxess.com/en/corporate/media/press-releases/2013-00115e/
584,UNO MK3,Pilot,Research,"Hazelwood, Morwell, Victoria",Australia,Australia,-38.273767,146.389815,0,1,,,,,,,350 tpa,,CO2CRC,"Pilot scale plant to demonstrate patented potassium carbonate scrubbing process, following successful 'mini-plant' trial at University of Melbourne. Said to be applicable to pre- or post-combustion capture. Can remove SO2 and NOX in same step giving materials potentilaly suitable for fertiliser use. Closure of Hazelwood power station announced October 2016, it is assumed the pilot capture plants will also close, if not already. (Updated 12/01/17)",http://www.co2crc.com.au/capture-2/,Finished,Commissioned late 2012. Host plant closed early 2017.,,2012,,,Yes,No detail,,CO2CRC,,Sited at Engie Hazlewood PS,No storage,Unknown,,,,,,,Electricity,,Retrofit,,,Coal,Or gas,,,Post-combustion,Potassium carbonate scrubbing,,,Unknown,,Yes,"CarbonNet Project, Latrobe Valley cluster",No,,10/24/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.globalccsinstitute.com/insights/authors/dennisvanpuyvelde/2013/02/01/how-co2crc-aims-reduce-cost-capture	
Article (Feb 2013): How the CO2CRC aims to reduce the cost of capture	
http://www.gdfsuezau.com/media/UploadedDocuments/News/Hazelwood%20Clousure/Hazelwood%20closure%20-%20Media%20release.pdf	
Press (Nov 2016): Closure of Hazelwood power station announced.	
https://www.theguardian.com/australia-news/2016/nov/03/hazelwood-coal-power-station-to-close-with-loss-of-800-jobs	
Press (Nov 2016): Coverage of closure announcement.	"
583,HRL Mulgrave,Pilot,Research,"Mulgrave, Victoria",Australia,Australia,-37.913789,145.156074,0,1,,,AUD 4.1 million,,,,,,CO2CRC,"Three experimental pre-combustion capture rigs using solvent absorption, membrane separation and pressure swing adsorption systems tested using syngas provided from HRLTechnologies coal gasifier. Dates uncertain, said to be complete in CO2CRC site, but continuing in Zero information. (Checked 24/10/2013)",http://www.co2crc.com.au/research/demo_precombustion.html,Finished,Testing completed 2010,,,2010,Initial results reported 2009,Yes,AUD 2 million from Victoria Gov.,,CO2CRC,,Sited at HRL Technology's gasifier research centre,No storage,Unknown,,,,,,,Research project,,New,,,Coal,,,,Pre-combustion,"Amine, membrane, PSA",,,Unknown,,No,,No,,10/24/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.co2crc.com.au/dls/brochures/CO2CRC_Mulgrave_brochure.pdf
CO2CRC Project Brochure
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
582,Loy Yang,Pilot,Power,"Loy Yang, Traralgon, Victoria",Australia,Australia,-38.251892,146.574788,0,1,,,,,,1050,1000 tpa,,AGL,"'Mobile' pilot plant capturing up to 1000 tpa from Loy Yang A PS flue gases. Testing solvent systems as part of CSIRO/CO2CRC project. Aug 2014: new small pilot plant project announced involving CISRO and IHI Corp (Japan) aiming to reduce capture energy requirement, limited news suggesting slow progress by early 2016. Independently (?) from the Pilot Plant project, a major report on thermodynamic modelling of post combustion capture was published in Feb 2013, using operational data from Loy Yang A Power Plant. A separate proposal for a new 600MW Intregrated Drying and Gasification Combined Cycle by HRL/Dual Gas Ltd seems to be dormant as conditions for EPA approval and State and Government funding cannot be met. It is not clear that CCS was ever seriously planned for this development, although some design work has been carried out for a capture plant. (Updated 06/05/16)",,Pilot,"Operational from 2008, initial testing complete.",,2008,,,Yes,AUD 2.5 million from Victroria Gov. AUD 0.65m from Brown Coal Innovation Australia.,,CSIRO,,Previously Loy Yang Power. Later proposals HRL/Dual Gas Ltd,No storage,Unknown,,,,,,,Electricity,AGL,Retrofit,,,Coal,Brown coal,,,Post-combustion,Amine,Novel solvent systems under test,,Unknown,,Yes,"CarbonNet Project, Latrobe Valley cluster",No,,10/24/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.latrobevalleyexpress.com.au/story/218271/carbon-capture-gets-positive-report/
Press (April 2012) - Suggests first phase of CSIRO PCCproject complete but testing of novel solvents to continue at Loy Yang.
http://www.globalccsinstitute.com/publications/post-combustion-carbon-capture-thermodynamic-modelling
GCCSI Report (Feb 2013): Post combustion carbon capture: Thermodynamic modelling
http://www.heraldsun.com.au/business/breaking-news/loy-yang-carbon-capture-gets-funding-boost/story-fnn9c0hb-1227013483253?nk=309db06d7c8f0b788b4de1df28d6d228
Press (Aug 2014): New pilot project announced
http://www.latrobevalleyexpress.com.au/story/3809789/carbon-capture-research-project-for-loy-yang/
Press (Mar 2016): Rather unclear report suggesting IHI Plant only now being relocated to Loy Yang forllowing testing in Japan.
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
577,H3 Capture Project,Pilot,Power,"Hazelwood, Morwell, Victoria",Australia,Australia,-38.271021,146.394106,0,1,,,,,,,,,CO2CRC,"Project tested new amine solvent systems on International Power's pilot plant; also tested alternative technologies - adsorbents and membranes. Closure of Hazelwood power station announced October 2016, it is assumed the pilot capture plants will also close, if not already. (Updated 12/01/17)",http://www.co2crc.com.au,Finished,Initial testing programme completed 2011. Host plant closed early 2017.,,,,,Yes,Australian Gov. and Victoria Gov.,,CO2CRC,,Sited at Engie Hazlewood PS,No storage,Unknown,,,,,,,Electricity,,Retrofit,,,Coal,Brown coal,,,Post-combustion,"Amine, membrane, adsorbents",Different systems trialled,,Unknown,,Yes,"CarbonNet Project, Latrobe Valley cluster",No,,10/23/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.gdfsuezau.com/media/UploadedDocuments/News/Hazelwood%20Clousure/Hazelwood%20closure%20-%20Media%20release.pdf
Press (Nov 2016): Closure of Hazelwood power station announced.
https://www.theguardian.com/australia-news/2016/nov/03/hazelwood-coal-power-station-to-close-with-loss-of-800-jobs
Press (Nov 2016): Coverage of closure announcement.
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
570,Hazelwood,Pilot,Power,"Hazelwood, Morwell, Victoria",Australia,Australia,-38.272778,146.391667,0,1,,,AUD 10 million,,,200,10000 tpa,,Engie,"Pilot scale amine-solvent capture plant attached to one of eight generating units. Closure of Hazelwood power station announced October 2016, it is assumed the pilot capture plants will also close, if not already. (Updated 12/01/17)",http://www.gdfsuezau.com/,Finished,"Operational since 2009, host plant closed early 2017.",,2009,,,Yes,Australian Gov. and Victoria Gov.,,CO2CRC,,Formerly International Power then GDF Suez Australian Energy,No storage,Unknown,,,,,Pilot info mentions 'chemically sequestering CO2' but not clear if storred currently. Would be linked to CarbonNet if that is establihed.,,Electricity,Internationl Power (GDF Suez),Retrofit,,,Coal,Brown coal,,,Post-combustion,Amine,,,Unknown,,Yes,"CarbonNet Project, Latrobe Valley cluster",No,,10/23/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.gdfsuezau.com/media/UploadedDocuments/News/Hazelwood%20Clousure/Hazelwood%20closure%20-%20Media%20release.pdf
Press release (Nov 2016): Closure of Hazelwood power station announced.
https://www.theguardian.com/australia-news/2016/nov/03/hazelwood-coal-power-station-to-close-with-loss-of-800-jobs
Press (Nov 2016): Coverage of closure announcement.
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
569,Tarong,Pilot,Power,"Tarong, Nanango, Queensland",Australia,Australia,-26.781111,151.915,0,1,,,AUD 5 million,,,1400,1000 tpa,,Stanwell Corporation Ltd,Post combustion capture pilot plant designed for testing existing and new amine solvents; attached to coal burning power station. (Checked 23/10/2013),,Pilot,Operational since Dec 2010,,2010,,MEA work completed 2011. Piperazine work completed Apr'13.,Yes,CSIRO AUD 2.5 million,,CSIRO,,Supported by Asia-Pacific Partnership on Clean Development and Climate,No storage,Unknown,,,,,,,Electricity,Stanwell,Retrofit,,,Coal,,,,Post-combustion,Amine (MEA and piperazine trialled),,,Unknown,,No,,No,,10/23/2013,CCSDBA,1/23/2021,CCSDBA,"http://www.carboncapturejournal.com/ViewNews.aspx?NewsID=3375
CCJ Article (Sept'13) - Tarong Post Combustion Pilot Plant
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
